Respondent ID,Start Date,End Date,language,Please rate how often you listen to music:,,,,,,,Please write down below:,,,,Please rate how much you experience each of the following items when listening to the piece you just named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How important are the lyrics compared to the music of the piece for you?,Please rate how often you listen to the piece you just named:,,,,,,,Tell us more: Why did you choose this piece of music? (Optional),What is your age (in years)?,What is your gender?,Please select the country in which you spent most of your childhood,Please select the country in which you mostly lived since you were 18 years old,Please select your country of residence,Which of the aforementioned countries best defines your cultural identity?,What is your highest level of education?,,Which title describes you best?,What is your current employment status?,,How would you consider your economic situation respective to your country of residence?,To what extent do you consider music to be beneficial for your wellbeing?,"Below are 16 statements with which you may agree or disagree. Using the 1-7 scale below, please indicate how much you agree with each statement.",,,,,,,,,,,,,,,,"Here are a number of personality traits that may or may not apply to you. Please indicate the extent to which you agree or disagree with each statement. You should rate the extent to which the pair of traits applies to you, even if one characteristic applies more strongly than the other.I see myself as:",,,,,,,,,
,,,,"for background purposes (e.g. when doing something else, help pass the time, or set the atmosphere)",to bring up memories (e.g. by listening to music that takes you back to a certain time or reminds you of loved ones such as friends or relatives),"to have fun (e.g. to feel good, enjoy yourself, seek some entertainment)","to feel music's emotions (e.g. by experiencing music’s emotions, being immersed and moved by them, letting the music evoke emotions in you)","to change your mood (e.g. when you want to relax, feel better, feel focused or creative, vent out negative thoughts or feelings, seek comfort, or feel less lonely)","to express yourself (e.g. to relate with and express your own identity, your social identity, your culture, or to reflect on values and attitudes)","to feel connected to other people (e.g. by sharing music, going to concerts together, bonding with the artists or other fans)",The name of the artist:,The title of the piece of music:,The album of the piece (Optional):,A link to the specific version of the piece you prefer (Optional):,Relaxation,Spirituality,Consolation,Security,Strength,Enthusiasm,Pride,Freedom,Happiness,Pleasure,Love,Sadness,Longing,Vulnerability,Being moved,Nostalgia,Tenderness,Empathy,Curiousity,Amusement,Anger,Tension,Belonging,Loneliness,Pain,Beauty,Eroticism,Energy,Agression,Fear,Dreaminess,Triumph,Rebelliousness,"If there are <strong>other emotions</strong> that you associate with this piece, please name them in the box below:",Response,for background purposes,to bring up memories,to have fun,to feel music's emotions,to change your mood,to express yourself,to feel connected to other people,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),Response,Response,Other (please specify),Response,Response,I'd rather depend on myself than others,I rely on myself most of the time; I rarely rely on others,"I often do ""my own thing""","My personal identity, independent of others, is very important to me",It is important that I do my job better than others,Winning is everything,Competition is the law of nature,"When another person does better than I do, I get tense and aroused","If a colleague gets a prize, I would feel proud",The well-being of my colleagues is important to me,"To me, pleasure is spending time with others",I feel good when I cooperate with others,Parents and children must stay together as much as possible,"It is my duty to take care of my family, even when I have to sacrifice what I want","Family members should stick together, no matter what sacrifices are required",It is important to me that I respect the decisions made by my groups,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experiences, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative"
12653108120,05/13/2021 09:57:15 AM,05/13/2021 10:35:14 AM,zh-tw,3,3,3,4,2,3,3,BEYOND,光辉岁月,,,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,3,4,2,4,2,1,4,4,1,4,4,4,2,1,4,4,2,,4,5,5,4,5,5,4,4,,30,2,1,1,1,1,5,,2,1,,2,4,7,7,7,6,7,7,7,6,7,7,7,7,7,6,7,7,7,6,6,7,7,7,7,6,6,7
12653107210,05/13/2021 09:56:51 AM,05/13/2021 10:34:39 AM,zh-tw,3,2,3,4,2,3,4,BEYOND,真的爱你,,,4,3,2,4,4,4,4,4,4,4,4,1,4,2,4,4,4,4,3,4,1,2,4,2,1,4,4,4,1,1,4,4,2,,4,4,5,5,4,4,5,4,,29,1,1,1,1,1,4,,2,3,,2,4,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,6,7,7
12653106448,05/13/2021 09:56:50 AM,05/13/2021 10:34:02 AM,zh-tw,3,3,4,2,3,3,4,BEYOND,真的爱你,,,4,4,4,3,2,4,4,4,4,4,4,3,4,2,4,4,4,4,2,4,1,2,4,3,1,4,4,4,1,1,4,4,1,,4,4,4,4,4,5,5,5,,30,1,1,1,1,1,6,,2,1,,3,4,7,7,7,6,6,7,7,7,6,6,7,7,6,7,6,6,7,6,6,7,7,6,6,6,7,7
12653105934,05/13/2021 09:56:37 AM,05/13/2021 10:33:34 AM,zh-tw,4,3,3,3,3,4,4,BEYOND,真的爱你,,,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,4,4,3,2,3,3,1,4,4,4,1,1,4,2,1,,4,4,5,5,5,5,4,4,,32,1,1,1,1,1,5,,2,1,,2,4,7,7,6,6,7,6,7,7,7,6,7,6,7,7,6,7,6,7,6,6,7,7,6,6,7,6
12653104712,05/13/2021 09:56:35 AM,05/13/2021 10:32:50 AM,zh-tw,4,3,3,4,3,3,4,Beyond,光辉岁月,,,4,2,4,3,4,4,4,4,4,2,4,2,4,2,4,4,2,3,2,4,1,1,4,2,1,4,2,4,4,2,2,4,3,,3,5,5,3,5,5,2,3,,30,2,1,1,1,1,5,,2,1,,2,4,7,6,6,6,7,6,7,7,5,5,6,7,7,7,6,7,5,6,7,7,6,7,6,6,5,6
12653085979,05/13/2021 09:46:51 AM,05/13/2021 10:18:38 AM,en,5,3,4,3,4,5,4,Michael Jackson,billie jean,,,3,2,2,2,2,2,3,4,3,3,3,3,2,4,3,4,4,2,3,4,3,3,3,4,3,4,3,2,4,3,4,2,3,,4,4,5,4,3,3,3,4,,16,1,185,185,185,185,5,,3,1,,2,3,6,5,4,5,6,7,6,5,6,6,5,6,5,7,6,4,5,4,5,6,5,4,5,6,6,5
12653087426,05/13/2021 09:47:34 AM,05/13/2021 10:18:33 AM,en,3,5,4,3,4,4,3,Backstreet Boys,as long as you love me,,,3,4,4,3,3,2,4,4,3,3,3,2,4,3,3,4,2,3,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,,4,4,4,4,3,3,5,3,,17,2,185,185,185,185,4,,4,1,,2,2,5,3,4,5,3,4,5,3,5,3,5,3,3,6,3,5,2,1,2,1,1,2,1,2,2,1
12653087692,05/13/2021 09:41:56 AM,05/13/2021 10:18:31 AM,en,3,3,4,5,4,4,3,Backstreet Boys,i want t that way,,,2,3,2,3,3,3,4,3,4,2,3,3,3,3,4,3,3,3,3,4,4,2,4,3,3,3,3,2,3,2,2,2,2,,4,4,3,4,3,5,3,4,,19,2,185,185,185,185,4,,4,1,,2,2,3,4,5,3,5,6,3,5,3,4,3,6,5,3,4,5,1,2,1,1,1,2,1,1,2,1
12653087405,05/13/2021 09:42:01 AM,05/13/2021 10:18:31 AM,en,3,4,3,3,5,4,3,Backstreet Boys,i want t that way,,,3,4,4,3,3,3,2,4,2,3,2,4,2,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,4,3,3,,4,3,3,3,4,5,4,4,,15,2,185,185,185,185,4,,4,1,,2,2,3,4,3,4,5,4,3,4,5,3,5,5,3,6,3,5,1,2,1,2,1,1,2,1,1,2
12653087318,05/13/2021 09:41:34 AM,05/13/2021 10:18:31 AM,en,4,4,4,3,5,3,3, Britney,baby one more time,,,2,4,3,3,3,3,3,3,3,2,4,4,3,3,4,4,3,3,3,3,2,3,4,2,4,3,4,3,3,3,3,3,3,,4,4,3,3,4,3,3,4,Because he sings very nice,16,1,185,185,185,185,4,,4,1,,2,2,2,3,4,5,6,5,3,4,3,4,4,5,3,5,3,5,1,2,2,1,2,2,1,1,1,2
12653087346,05/13/2021 09:41:51 AM,05/13/2021 10:18:28 AM,en,4,3,4,3,5,4,4,Backstreet Boys,i want t that way,,,4,3,3,2,3,4,3,3,2,3,3,3,3,2,2,3,2,3,4,4,4,3,2,3,3,3,3,4,2,4,3,3,3,,4,3,4,4,3,3,4,4,Because he sings very nice,19,2,185,185,185,185,4,,4,1,,2,2,3,4,5,4,6,4,5,4,3,5,4,5,3,4,5,3,1,2,1,1,2,1,1,1,2,1
12653087569,05/13/2021 09:41:50 AM,05/13/2021 10:18:28 AM,en,4,3,4,4,4,4,3,Backstreet Boys,i want t that way,,,3,3,4,3,3,2,2,3,3,3,4,3,3,3,3,3,2,2,3,3,3,4,3,4,4,3,3,3,3,2,4,4,2,,4,4,3,4,3,4,4,3,Because he sings very nice,17,2,185,185,185,185,4,,4,1,,2,2,3,4,5,3,5,3,4,3,5,3,6,3,4,4,5,4,1,2,1,1,2,1,1,2,1,1
12653088019,05/13/2021 09:47:55 AM,05/13/2021 10:18:27 AM,en,3,3,4,3,5,4,4, Britney,everytime,,,3,3,3,3,2,2,3,2,4,3,2,3,4,2,2,3,3,3,3,3,3,2,3,4,2,3,4,4,3,3,3,4,3,,4,4,3,3,5,4,4,4,,17,1,185,185,185,185,4,,4,1,,2,2,3,4,3,4,5,4,4,3,4,5,3,6,4,5,4,6,1,2,1,1,1,1,2,1,1,1
12653087241,05/13/2021 09:41:37 AM,05/13/2021 10:18:26 AM,en,3,5,4,4,4,3,3, Britney,baby one more time,,,2,4,3,4,3,3,3,2,3,4,3,3,3,3,3,4,3,2,3,3,3,3,3,4,4,4,4,3,2,2,3,3,3,,4,3,3,3,4,5,3,4,,17,1,185,185,185,185,4,,4,1,,2,2,2,3,4,5,4,6,5,3,4,2,4,5,3,2,5,3,2,2,1,2,1,2,1,3,2,1
12653087393,05/13/2021 09:41:38 AM,05/13/2021 10:18:24 AM,en,5,4,4,3,3,4,4, Britney,everytime,,,3,3,3,4,3,3,3,3,3,3,2,3,4,4,3,4,4,2,3,4,2,3,2,4,3,2,4,3,2,3,2,3,3,,4,4,3,3,3,4,4,4,,17,1,185,185,185,185,4,,4,1,,2,2,2,3,2,4,3,2,5,4,5,5,4,3,4,4,5,3,1,2,2,1,2,1,1,2,1,1
12653087117,05/13/2021 09:41:35 AM,05/13/2021 10:18:23 AM,en,4,5,4,4,3,3,4, Britney,baby one more time,,,4,3,3,2,4,3,3,4,3,3,3,3,3,3,4,4,2,2,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,,4,4,4,3,4,3,4,5,Because he sings very nice,16,1,185,185,185,185,4,,4,1,,2,2,2,3,4,3,5,5,4,4,3,4,5,4,3,5,2,6,2,2,1,2,2,1,2,2,1,2
12653086426,05/13/2021 09:46:56 AM,05/13/2021 10:18:00 AM,en,4,4,4,5,3,4,3,Britney,jast one last dance,,,4,3,4,3,3,3,2,3,3,4,4,3,4,2,3,4,2,2,3,3,2,3,3,3,3,3,4,3,2,4,2,2,3,,4,4,2,3,3,4,4,4,,17,2,185,185,185,185,5,,3,2,,2,3,6,5,4,5,6,5,6,6,5,4,5,6,6,5,6,6,6,5,4,5,6,5,4,5,5,6
12653086443,05/13/2021 09:47:01 AM,05/13/2021 10:17:53 AM,en,3,4,3,4,5,4,5,Britney,jast one last dance,,,4,2,3,4,4,2,2,2,3,3,3,3,4,4,3,3,3,4,3,4,2,2,3,3,3,2,2,2,3,3,2,3,3,,4,4,3,4,3,5,2,2,,17,2,185,185,185,185,4,,3,2,,2,2,6,5,4,5,6,7,6,5,5,4,5,6,6,7,5,5,6,5,4,5,6,5,4,5,6,5
12653086500,05/13/2021 09:47:13 AM,05/13/2021 10:17:38 AM,en,4,3,5,4,5,3,4,Britney,jast one last dance,,,2,3,2,3,3,3,3,3,3,2,4,2,4,3,3,4,3,3,4,2,4,3,3,3,4,3,3,3,3,2,2,4,4,,4,3,4,4,3,4,4,4,,17,2,185,185,185,185,3,,3,2,,2,3,6,5,4,6,5,6,6,7,5,4,5,5,6,7,5,6,5,6,6,5,4,5,5,5,6,5
12653087022,05/13/2021 09:47:16 AM,05/13/2021 10:17:33 AM,en,4,5,5,4,4,4,5,Backstreet Boys,as long as you love me,I want t that way,,3,4,2,2,2,2,3,3,4,2,3,2,3,3,4,4,3,4,2,3,4,3,3,4,3,3,3,3,3,4,3,2,3,,4,3,4,3,4,4,3,4,Because this song is very good,17,1,185,185,185,185,4,,3,1,,2,4,5,6,7,6,5,5,5,6,7,6,6,5,6,7,6,5,5,6,7,6,5,6,7,6,5,6
12653086536,05/13/2021 09:47:05 AM,05/13/2021 10:17:31 AM,en,3,4,4,3,4,4,5,Britney,jast one last dance,,,3,2,3,4,4,3,3,2,3,4,2,2,3,2,3,4,3,4,3,3,3,3,4,3,3,3,2,3,4,2,2,2,4,,4,4,5,3,5,4,5,4,,17,2,185,185,185,185,3,,2,2,,2,2,5,4,6,5,6,7,5,5,5,7,5,4,6,5,6,5,4,6,5,4,5,5,6,5,6,5
12653086410,05/13/2021 09:47:11 AM,05/13/2021 10:17:31 AM,en,4,5,4,3,5,4,3,Britney,jast one last dance,,,4,2,3,2,3,2,4,3,3,3,4,3,3,4,3,3,3,4,2,3,4,3,3,4,3,3,4,2,2,3,2,3,4,,4,4,5,3,5,5,3,4,,17,2,185,185,185,185,4,,2,2,,2,3,4,5,6,5,6,5,5,4,5,6,5,4,5,5,6,5,5,4,5,4,5,6,5,5,6,4
12653086868,05/13/2021 09:47:33 AM,05/13/2021 10:17:29 AM,en,5,5,4,4,4,5,4,Backstreet Boys,as long as you love me,I want t that way,,4,3,3,3,4,4,3,3,3,3,4,4,4,2,3,4,3,2,4,3,3,4,4,3,3,3,4,3,3,3,3,4,3,,4,3,4,4,5,4,5,4,Because this song is very good,19,2,185,185,185,185,4,,3,1,,2,4,6,6,7,7,6,6,7,7,7,6,6,7,6,6,6,7,6,7,7,6,6,7,5,6,5,6
12653087013,05/13/2021 09:47:20 AM,05/13/2021 10:17:28 AM,en,4,4,5,5,4,4,4,Backstreet Boys,as long as you love me,I want t that way,,2,2,3,4,2,3,4,3,4,4,3,4,4,3,2,3,3,3,3,4,4,3,3,3,2,2,2,4,3,3,3,2,3,,4,4,3,4,4,4,3,4,Because this song is very good,17,2,185,185,185,185,4,,3,1,,2,3,5,6,7,6,5,6,7,6,5,6,7,6,5,6,6,5,5,6,7,6,5,6,6,5,6,5
12653087218,05/13/2021 09:47:28 AM,05/13/2021 10:17:27 AM,en,4,5,4,4,4,4,5,Backstreet Boys,as long as you love me,I want t that way,,4,3,4,2,3,2,3,3,3,2,3,4,3,4,4,3,2,4,3,4,3,3,2,3,3,3,4,4,2,2,4,2,3,,4,4,3,4,4,3,4,4,Because this song is very good,20,2,185,185,185,185,4,,3,1,,2,4,7,6,6,7,6,5,6,6,5,6,7,5,6,7,6,6,5,6,7,6,5,5,6,7,6,6
12653086908,05/13/2021 09:47:28 AM,05/13/2021 10:17:25 AM,en,5,4,4,4,4,5,5,Backstreet Boys,as long as you love me,I want t that way,,3,4,4,4,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,2,3,4,3,3,4,3,3,3,4,2,4,3,2,,4,4,4,4,3,3,4,3,Because this song is very good,15,2,185,185,185,185,4,,3,1,,2,4,7,6,6,7,6,6,7,6,6,7,7,7,6,6,6,7,5,6,7,6,5,6,5,5,6,5
12653086806,05/13/2021 09:47:12 AM,05/13/2021 10:17:21 AM,en,4,5,4,5,4,4,5,Britney,lucky,baby one more time,,3,4,3,3,3,3,3,3,4,2,2,3,2,3,2,3,2,4,3,3,4,3,4,2,3,4,3,4,3,2,3,4,4,,4,4,4,3,4,3,3,4,Because this song is very good,16,1,185,185,185,185,4,,3,1,,2,4,6,6,7,7,6,6,7,7,7,6,6,6,7,7,7,6,5,6,7,6,5,6,5,6,7,6
12653086184,05/13/2021 09:46:55 AM,05/13/2021 10:17:21 AM,en,4,3,5,4,4,4,5,,Michael Jackson,billie jean,,4,4,3,3,3,2,3,3,3,2,4,2,3,2,2,4,4,3,3,3,4,2,3,2,3,3,4,2,4,4,3,3,3,,4,5,4,4,3,4,3,3,,16,1,185,185,185,185,5,,3,1,,2,2,4,5,6,7,6,5,4,5,6,6,5,5,6,7,6,4,4,5,6,6,6,5,6,4,5,5
12653087365,05/13/2021 09:47:14 AM,05/13/2021 10:17:17 AM,en,4,4,4,5,5,4,5,Britney,baby one more time,lucky,,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,4,4,4,3,2,3,2,3,4,2,2,3,3,2,3,4,4,4,,4,5,4,4,4,5,5,4,Because this song is very good,16,2,185,185,185,185,4,,3,1,,2,4,6,6,7,7,6,6,7,6,6,7,7,6,6,7,6,6,6,7,6,5,6,6,5,6,5,6
12653086734,05/13/2021 09:47:06 AM,05/13/2021 10:17:15 AM,en,4,4,4,5,4,5,4,Britney,baby one more time,lucky,,2,4,3,3,3,3,3,4,3,2,4,3,4,3,4,4,3,4,3,2,3,4,3,4,3,3,2,4,3,3,2,3,3,,4,5,5,4,3,4,4,4,Because this song is very good,18,1,185,185,185,185,4,,3,1,,2,4,6,7,6,6,7,6,6,7,6,6,7,6,6,7,7,6,5,6,7,6,5,6,5,6,5,6
12653085970,05/13/2021 09:46:46 AM,05/13/2021 10:17:10 AM,en,4,4,3,4,5,4,3,Michael Jackson,billie jean,,,2,3,3,4,3,3,2,4,4,2,3,3,3,2,3,2,3,3,3,3,4,2,3,4,2,3,3,3,2,4,2,4,4,,4,3,4,4,4,4,3,5,,16,2,185,185,185,185,3,,4,1,,2,2,7,6,5,5,6,5,5,4,5,6,5,4,6,5,6,6,5,4,6,6,5,4,6,6,5,6
12653086409,05/13/2021 09:46:39 AM,05/13/2021 10:17:09 AM,en,5,4,4,4,4,5,4,Britney,baby one more time,lucky,,4,4,4,3,3,3,4,4,3,3,4,4,3,3,3,4,3,4,2,4,3,2,3,4,2,3,3,3,3,4,3,4,2,,4,4,4,5,4,5,4,3,Because this song is very good,19,2,185,185,185,185,4,,3,1,,2,2,6,7,6,6,7,6,6,6,7,6,6,7,6,7,6,6,5,6,7,6,6,6,6,5,6,7
12653086295,05/13/2021 09:46:45 AM,05/13/2021 10:17:08 AM,en,5,4,3,3,4,5,4,Michael Jackson,billie jean,,,3,3,2,3,2,3,2,4,3,3,3,4,2,2,3,3,2,4,3,4,3,4,4,4,3,2,3,2,3,3,2,3,3,,4,4,3,2,3,3,4,4,,16,1,185,185,185,185,3,,3,1,,2,3,5,6,6,6,5,7,6,5,4,6,5,7,6,5,4,6,4,5,6,4,5,6,6,5,4,5
12653086693,05/13/2021 09:47:02 AM,05/13/2021 10:17:08 AM,en,5,5,4,4,4,4,4,Britney,baby one more time,lucky,,3,2,4,3,4,3,3,3,2,4,3,3,4,2,4,4,4,4,3,4,2,3,3,3,3,4,3,3,4,3,4,2,3,,4,5,4,5,4,3,3,4,Because this song is very good,19,1,185,185,185,185,4,,3,1,,2,3,6,7,6,6,6,7,6,6,7,6,6,7,6,6,7,6,5,6,7,6,5,5,6,7,6,5
12653085913,05/13/2021 09:46:38 AM,05/13/2021 10:17:00 AM,en,5,3,4,4,4,3,5,Michael Jackson,billie jean,,,4,2,3,2,3,3,4,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,4,3,4,2,4,3,2,4,3,3,2,,4,4,4,5,4,3,3,3,,16,1,185,185,185,185,3,,2,1,,2,2,5,4,5,4,5,7,5,4,5,6,5,5,6,7,5,6,4,5,5,6,6,6,5,6,6,6
12653081100,05/13/2021 09:41:40 AM,05/13/2021 10:15:04 AM,en,4,4,4,3,5,5,4, Avril,girlfriend,,,3,3,4,3,3,4,2,2,4,3,4,4,3,4,4,3,3,4,4,3,3,3,2,3,3,3,4,3,3,3,4,3,3,,4,3,4,4,3,4,4,5,"Because I think this song is very good to listen to, very can move people",17,1,185,185,185,185,4,,2,1,,2,3,6,5,6,7,6,5,6,5,7,6,5,6,7,6,5,6,6,5,4,5,6,5,4,5,6,5
12653081226,05/13/2021 09:41:42 AM,05/13/2021 10:15:04 AM,en,4,5,4,4,4,3,3, Avril,Innocence,,,3,4,3,3,3,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,,4,5,4,4,4,3,3,4,"Because I think this song is very good to listen to, very can move people",18,1,185,185,185,185,5,,2,1,,2,3,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,6,6,5,4,5,6,5,5,4,5,6
12653081030,05/13/2021 09:42:09 AM,05/13/2021 10:14:55 AM,en,4,5,3,4,5,4,4, Avril,girlfriend,,,3,3,4,3,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,3,3,4,3,3,3,4,3,,3,3,4,4,4,5,4,5,"Because I think this song is very good to listen to, very can move people",16,1,185,185,185,185,4,,2,1,,2,4,6,5,6,7,6,5,6,4,5,6,7,6,5,4,6,5,5,6,5,4,5,6,5,5,4,5
12653080991,05/13/2021 09:41:30 AM,05/13/2021 10:14:54 AM,en,4,3,5,4,4,5,4,Britney,everytime,,,3,4,3,3,3,3,4,4,4,3,4,3,3,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,,4,4,3,4,4,3,4,3,"Because I think this song is very good to listen to, very can move people",17,1,185,185,185,185,4,,2,1,,2,3,6,5,6,5,6,5,4,5,6,5,6,7,6,5,6,5,6,5,4,5,6,5,4,5,6,5
12653081475,05/13/2021 09:41:48 AM,05/13/2021 10:14:54 AM,en,4,4,5,4,5,4,3, Avril,girlfriend,,,4,3,3,3,4,4,4,3,4,4,4,3,4,2,3,2,3,3,3,3,2,3,2,3,3,2,2,4,4,3,3,3,3,,4,4,4,5,4,3,5,4,"Because I think this song is very good to listen to, very can move people",18,2,185,185,185,185,4,,2,1,,2,4,6,5,6,7,6,5,5,6,5,5,5,6,4,5,6,5,5,4,5,6,5,4,6,5,5,6
12653080933,05/13/2021 09:41:28 AM,05/13/2021 10:14:52 AM,en,4,5,3,5,3,4,4,Britney,everytime,,,3,3,3,4,3,3,3,4,4,3,3,4,4,4,4,3,3,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,4,,2,4,4,4,3,4,4,5,"Because I think this song is very good to listen to, very can move people",16,1,185,185,185,185,4,,2,1,,2,3,6,5,4,6,4,5,6,5,6,5,6,5,4,5,6,5,6,5,6,6,4,5,6,5,6,5
12653081470,05/13/2021 09:41:52 AM,05/13/2021 10:14:51 AM,en,4,5,3,4,4,4,3,Britney,living to love you,,,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,3,2,3,2,4,3,3,2,4,2,4,4,3,2,,4,4,3,4,4,4,3,5,"Because I think this song is very good to listen to, very can move people",17,2,185,185,185,185,5,,2,1,,2,3,6,5,6,4,5,6,4,5,5,6,5,4,6,6,5,5,6,5,4,5,6,5,4,5,6,5
12653081697,05/13/2021 09:41:59 AM,05/13/2021 10:14:46 AM,en,5,4,4,3,5,4,4, Avril,girlfriend,,,3,4,3,3,3,3,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,3,3,4,3,3,4,3,4,4,3,,2,3,4,4,4,5,5,4,"Because I think this song is very good to listen to, very can move people",19,2,185,185,185,185,4,,2,1,,2,4,6,5,6,4,5,4,5,5,6,5,4,6,5,5,4,5,6,5,6,5,5,6,4,5,6,5
12653081297,05/13/2021 09:42:21 AM,05/13/2021 10:14:44 AM,en,4,4,4,3,3,5,4,Britney,living to love you,,,4,4,3,4,3,4,4,3,3,3,3,4,4,4,3,3,4,4,3,3,3,3,4,4,3,4,4,4,3,3,3,3,4,,4,4,5,3,4,4,4,4,"Because I think this song is very good to listen to, very can move people",18,2,185,185,185,185,5,,2,1,,2,3,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,6,4,6,5,5,4,5,6
12653081326,05/13/2021 09:42:25 AM,05/13/2021 10:14:42 AM,en,4,4,4,4,3,3,5,Britney,living to love you,,,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,4,3,3,4,,3,3,4,4,4,3,5,4,"Because I think this song is very good to listen to, very can move people",19,2,185,185,185,185,4,,2,1,,2,3,6,5,4,5,6,5,5,6,5,4,5,6,5,4,6,5,5,4,5,6,5,5,6,5,6,5
12653116752,05/13/2021 10:01:39 AM,05/13/2021 10:07:41 AM,en,4,4,4,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12653106788,05/13/2021 09:59:05 AM,05/13/2021 10:04:31 AM,en,3,3,3,2,3,3,3,no,no,no,no,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,,2,2,2,2,3,2,3,3,,13,1,6,6,1,6,8,,1,9,,2,2,5,2,2,2,2,2,2,4,2,4,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4
12653087938,05/13/2021 09:47:58 AM,05/13/2021 09:54:59 AM,en,3,3,3,2,3,2,3,Madonna,La lsla  Bonita,,,4,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2,3,3,3,3,2,2,2,3,3,2,3,3,3,3,2,3,,3,3,2,3,3,2,2,3,,7,1,8,6,17,17,6,,3,4,,2,2,3,4,3,4,3,3,4,5,5,4,5,4,3,4,4,3,3,4,5,5,4,4,3,3,4,3
12653056045,05/13/2021 09:24:12 AM,05/13/2021 09:40:21 AM,en,5,4,3,4,4,4,4,Justin Bieber,My World,My World,,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,,4,2,2,3,2,3,3,3,I like,16,2,2,2,3,2,6,,1,3,,2,4,4,3,4,4,5,3,4,4,3,4,4,3,4,4,4,5,4,3,4,4,3,4,3,3,4,4
12653052894,05/13/2021 09:28:56 AM,05/13/2021 09:39:28 AM,en,2,3,2,3,3,3,3,Michael Jackson,Beat it,,,4,4,3,4,3,3,2,2,3,3,4,3,3,3,4,2,3,3,4,4,4,4,2,3,4,3,3,3,4,3,3,3,3,,2,4,4,,4,3,3,3,like,16,1,9,9,9,9,4,,2,7,,2,4,4,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,1,2,2,2,2,3,2,2,3,3
12653047660,05/13/2021 09:26:17 AM,05/13/2021 09:32:40 AM,en,4,4,3,3,4,4,3,Celine dion,The power of love,1990 Unison “Unison,http://www.tudou.com/programs/view/oUKKvH39UYo ,2,2,2,2,2,2,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,,2,3,4,4,3,3,4,3,Hearing this song gave me a lot of motivation,19,2,10,10,10,10,6,,2,1,,2,3,4,5,4,5,3,5,4,5,3,5,4,5,4,5,4,5,4,3,4,5,3,4,5,3,5,3
12653035983,05/13/2021 09:19:06 AM,05/13/2021 09:31:16 AM,en,3,3,3,3,3,3,3,Britney Spears,babyonemoretime,,,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,3,3,2,2,2,3,3,1,3,2,2,3,3,3,,4,4,4,4,4,4,4,4,,19,1,1,1,1,1,1,,3,8,,2,3,3,3,4,4,3,4,3,3,4,3,4,3,3,3,3,4,6,5,5,6,4,4,4,4,5,5
12653000595,05/13/2021 08:54:44 AM,05/13/2021 09:05:34 AM,en,4,5,5,5,5,5,4,Paul McCatney,Yesterday,Help!,Yesterday,3,3,4,3,4,3,3,3,4,3,4,2,4,2,4,4,4,4,3,4,1,3,4,2,3,2,2,4,2,3,3,4,1,,4,4,4,5,5,5,5,5,,15,1,5,5,1,1,4,,2,1,,3,4,7,6,5,6,5,5,6,1,7,6,7,7,4,7,7,5,7,1,6,1,7,7,7,5,6,6
